OrderID,OrderDate,CustomerID,CustomerName,City,State,ProductID,ProductName,Category,Quantity,UnitPrice,Discount,Sales,Cost,Profit,PaymentMethod,Month,Month Number,Year,Profit Margin,,,,
13869,2/4/2025,1392.00,Customer 61,Pune,Maharashtra,296.00,Keyboard,Electronics,3.00,"$23,220.00 ",0.00%,"$69,660.00","$57,932.79","$11,727.21",Credit Card,February,2,2025,83.17%,,,,
13870,5/9/2025,1274.00,Customer 108,Bengaluru,Karnataka,257.00,Chair,Furniture,3.00,"$33,836.00 ",1000.00%,"$91,357.20","$73,200.92","$18,156.28",UPI,May,5,2025,80.13%,,,,
13871,5/20/2026,1189.00,Customer 159,Mumbai,Maharashtra,206.00,Laptop,Electronics,1.00,"$21,982.00 ",1000.00%,"$19,783.80","$14,824.22","$4,959.58",UPI,May,5,2026,74.93%,,,,
13872,10/19/2026,1134.00,Customer 308,Chennai,Tamil Nadu,247.00,Notebook,Office,6.00,"$38,605.00 ",0.00%,"$231,630.00","$160,353.21","$71,276.79",UPI,October,10,2026,69.23%,,,,
13873,6/10/2025,1458.00,Customer 395,Chennai,Tamil Nadu,211.00,Notebook,Office,1.00,"$2,718.00 ",2000.00%,"$2,174.40","$1,788.15",$386.25,UPI,June,6,2025,82.24%,,,,
13874,10/8/2025,1372.00,Customer 70,Bengaluru,Karnataka,229.00,Paper,Office,7.00,"$2,744.00 ",1000.00%,"$17,287.20","$10,892.01","$6,395.19",UPI,October,10,2025,63.01%,,,,
13875,12/4/2025,1292.00,Customer 270,Mumbai,Maharashtra,261.00,Chair,Furniture,5.00,"$39,249.00 ",2000.00%,"$156,996.00","$103,393.87","$53,602.13",Credit Card,December,12,2025,65.86%,,,,
13876,10/8/2026,1113.00,Customer 371,Pune,Maharashtra,220.00,Mouse,Electronics,5.00,"$28,751.00 ",500.00%,"$136,567.25","$109,125.51","$27,441.74",Debit Card,October,10,2026,79.91%,,,,
13877,12/4/2026,1113.00,Customer 45,Chennai,Tamil Nadu,276.00,Table,Furniture,5.00,"$43,270.00 ",2000.00%,"$173,080.00","$149,281.61","$23,798.39",Debit Card,December,12,2026,86.25%,,,,
13878,6/16/2026,1450.00,Customer 45,Mumbai,Maharashtra,295.00,Table,Furniture,5.00,"$4,717.00 ",0.00%,"$23,585.00","$20,920.73","$2,664.27",UPI,June,6,2026,88.70%,,,,
13879,7/6/2025,1002.00,Customer 278,Delhi,Delhi,289.00,Paper,Office,5.00,"$46,020.00 ",1000.00%,"$207,090.00","$180,305.13","$26,784.87",Credit Card,July,7,2025,87.07%,,,,
13880,6/16/2026,1500.00,Customer 177,Mumbai,Maharashtra,219.00,Mouse,Electronics,1.00,"$22,780.00 ",2000.00%,"$18,224.00","$14,969.59","$3,254.41",Cash,June,6,2026,82.14%,,,,
13881,12/5/2026,1151.00,Customer 212,Delhi,Delhi,285.00,Paper,Office,7.00,"$49,728.00 ",0.00%,"$348,096.00","$307,015.77","$41,080.23",Cash,December,12,2026,88.20%,,,,
13882,12/7/2025,1122.00,Customer 496,Pune,Maharashtra,287.00,Notebook,Office,2.00,"$32,085.00 ",500.00%,"$60,961.50","$53,435.74","$7,525.76",Cash,December,12,2025,87.65%,,,,
13883,9/9/2026,1200.00,Customer 13,Delhi,Delhi,225.00,Table,Furniture,3.00,"$44,877.00 ",1500.00%,"$114,436.35","$75,127.58","$39,308.77",Cash,September,9,2026,65.65%,,,,
13884,9/11/2025,1480.00,Customer 363,Mumbai,Maharashtra,203.00,Mouse,Electronics,5.00,"$32,738.00 ",1000.00%,"$147,321.00","$131,287.77","$16,033.23",UPI,September,9,2025,89.12%,,,,
13885,10/5/2026,1059.00,Customer 215,Pune,Maharashtra,216.00,Pen,Office,7.00,"$36,749.00 ",0.00%,"$257,243.00","$167,917.89","$89,325.11",Credit Card,October,10,2026,65.28%,,,,
13886,1/9/2026,1230.00,Customer 162,Bengaluru,Karnataka,266.00,Table,Furniture,5.00,"$2,404.00 ",500.00%,"$11,419.00","$9,434.65","$1,984.35",Debit Card,January,1,2026,82.62%,,,,
13887,6/2/2026,1388.00,Customer 465,Hyderabad,Telangana,235.00,Paper,Office,6.00,"$46,858.00 ",2000.00%,"$224,918.40","$169,265.92","$55,652.48",Debit Card,June,6,2026,75.26%,,,,
13888,9/4/2026,1177.00,Customer 463,Delhi,Delhi,259.00,Table,Furniture,8.00,"$1,621.00 ",1000.00%,"$11,671.20","$9,369.93","$2,301.27",Credit Card,September,9,2026,80.28%,,,,
13889,8/19/2025,1500.00,Customer 290,Pune,Maharashtra,293.00,Laptop,Electronics,8.00,"$36,645.00 ",1500.00%,"$249,186.00","$149,511.69","$99,674.31",Credit Card,August,8,2025,60.00%,,,,
13890,12/18/2026,1324.00,Customer 461,Hyderabad,Telangana,295.00,Desk,Furniture,6.00,"$40,945.00 ",0.00%,"$245,670.00","$148,044.76","$97,625.24",Cash,December,12,2026,60.26%,,,,
13891,2/28/2025,1496.00,Customer 244,Bengaluru,Karnataka,214.00,Keyboard,Electronics,3.00,"$23,499.00 ",0.00%,"$70,497.00","$47,428.06","$23,068.94",Cash,February,2,2025,67.28%,,,,
13892,1/29/2026,1366.00,Customer 283,Mumbai,Maharashtra,266.00,Laptop,Electronics,6.00,"$2,013.00 ",1500.00%,"$10,266.30","$9,080.93","$1,185.37",UPI,January,1,2026,88.45%,,,,
13893,2/21/2026,1055.00,Customer 40,Mumbai,Maharashtra,278.00,Notebook,Office,5.00,"$15,641.00 ",500.00%,"$74,294.75","$65,579.61","$8,715.14",Debit Card,February,2,2026,88.27%,,,,
13894,6/30/2025,1339.00,Customer 380,Hyderabad,Telangana,293.00,Mouse,Electronics,5.00,"$48,463.00 ",0.00%,"$242,315.00","$164,289.09","$78,025.91",Credit Card,June,6,2025,67.80%,,,,
13895,4/2/2025,1291.00,Customer 208,Hyderabad,Telangana,300.00,Laptop,Electronics,3.00,"$25,887.00 ",500.00%,"$73,777.95","$56,084.08","$17,693.87",UPI,April,4,2025,76.02%,,,,
13896,6/30/2026,1076.00,Customer 431,Bengaluru,Karnataka,219.00,Table,Furniture,4.00,"$34,996.00 ",500.00%,"$132,984.80","$84,392.05","$48,592.75",Debit Card,June,6,2026,63.46%,,,,
13897,5/19/2026,1303.00,Customer 271,Mumbai,Maharashtra,289.00,Desk,Furniture,7.00,"$45,564.00 ",1500.00%,"$271,105.80","$229,378.24","$41,727.56",Credit Card,May,5,2026,84.61%,,,,
13898,9/24/2025,1110.00,Customer 385,Bengaluru,Karnataka,233.00,Pen,Office,8.00,"$22,439.00 ",500.00%,"$170,536.40","$115,490.23","$55,046.17",UPI,September,9,2025,67.72%,,,,
13899,11/24/2026,1437.00,Customer 273,Bengaluru,Karnataka,274.00,Desk,Furniture,3.00,"$15,558.00 ",0.00%,"$46,674.00","$41,462.55","$5,211.45",UPI,November,11,2026,88.83%,,,,
13900,11/14/2026,1488.00,Customer 221,Chennai,Tamil Nadu,255.00,Table,Furniture,8.00,"$39,616.00 ",0.00%,"$316,928.00","$268,294.64","$48,633.36",UPI,November,11,2026,84.65%,,,,
13901,6/9/2026,1351.00,Customer 307,Delhi,Delhi,292.00,Desk,Furniture,7.00,$724.00 ,500.00%,"$4,814.60","$4,010.84",$803.76,Credit Card,June,6,2026,83.31%,,,,
13902,1/12/2026,1176.00,Customer 345,Bengaluru,Karnataka,224.00,Table,Furniture,2.00,"$16,016.00 ",0.00%,"$32,032.00","$21,064.03","$10,967.97",UPI,January,1,2026,65.76%,,,,
13903,6/18/2025,1092.00,Customer 23,Mumbai,Maharashtra,290.00,Monitor,Electronics,7.00,"$23,378.00 ",500.00%,"$155,463.70","$101,777.14","$53,686.56",Cash,June,6,2025,65.47%,,,,
13904,7/12/2025,1172.00,Customer 342,Chennai,Tamil Nadu,258.00,Notebook,Office,6.00,"$34,223.00 ",1500.00%,"$174,537.30","$148,797.39","$25,739.91",UPI,July,7,2025,85.25%,,,,
13905,4/23/2025,1487.00,Customer 475,Pune,Maharashtra,246.00,Paper,Office,1.00,"$39,208.00 ",1000.00%,"$35,287.20","$31,098.64","$4,188.56",Credit Card,April,4,2025,88.13%,,,,
13906,11/7/2025,1472.00,Customer 397,Mumbai,Maharashtra,273.00,Table,Furniture,1.00,"$33,761.00 ",1500.00%,"$28,696.85","$21,199.63","$7,497.22",UPI,November,11,2025,73.87%,,,,
13907,10/12/2026,1287.00,Customer 355,Hyderabad,Telangana,220.00,Paper,Office,7.00,"$3,082.00 ",1000.00%,"$19,416.60","$14,203.28","$5,213.32",Cash,October,10,2026,73.15%,,,,
13908,10/30/2026,1342.00,Customer 356,Delhi,Delhi,293.00,Paper,Office,6.00,"$5,551.00 ",1000.00%,"$29,975.40","$20,341.45","$9,633.95",Cash,October,10,2026,67.86%,,,,
13909,8/11/2026,1431.00,Customer 179,Pune,Maharashtra,241.00,Paper,Office,5.00,"$21,453.00 ",1500.00%,"$91,175.25","$70,118.06","$21,057.19",Debit Card,August,8,2026,76.90%,,,,
13910,12/29/2026,1110.00,Customer 268,Bengaluru,Karnataka,277.00,Paper,Office,1.00,"$19,137.00 ",2000.00%,"$15,309.60","$12,180.07","$3,129.53",UPI,December,12,2026,79.56%,,,,
13911,6/4/2025,1252.00,Customer 61,Pune,Maharashtra,220.00,Pen,Office,1.00,"$30,988.00 ",2000.00%,"$24,790.40","$15,068.73","$9,721.67",UPI,June,6,2025,60.78%,,,,
13912,3/11/2026,1227.00,Customer 475,Mumbai,Maharashtra,287.00,Keyboard,Electronics,4.00,"$6,385.00 ",2000.00%,"$20,432.00","$16,878.64","$3,553.36",UPI,March,3,2026,82.61%,,,,
13913,8/11/2026,1496.00,Customer 128,Bengaluru,Karnataka,258.00,Pen,Office,8.00,"$20,648.00 ",2000.00%,"$132,147.20","$103,253.02","$28,894.18",UPI,August,8,2026,78.13%,,,,
13914,3/24/2025,1388.00,Customer 33,Bengaluru,Karnataka,292.00,Paper,Office,2.00,"$3,336.00 ",500.00%,"$6,338.40","$4,313.00","$2,025.40",Cash,March,3,2025,68.05%,,,,
13915,10/15/2026,1095.00,Customer 431,Delhi,Delhi,281.00,Laptop,Electronics,2.00,"$44,065.00 ",1500.00%,"$74,910.50","$48,038.78","$26,871.72",Credit Card,October,10,2026,64.13%,,,,
13916,6/16/2025,1392.00,Customer 104,Delhi,Delhi,275.00,Paper,Office,7.00,"$49,156.00 ",1500.00%,"$292,478.20","$216,819.11","$75,659.09",Debit Card,June,6,2025,74.13%,,,,
13917,3/24/2025,1093.00,Customer 46,Hyderabad,Telangana,236.00,Mouse,Electronics,5.00,"$34,582.00 ",2000.00%,"$138,328.00","$94,203.96","$44,124.04",UPI,March,3,2025,68.10%,,,,
13918,3/1/2026,1401.00,Customer 7,Hyderabad,Telangana,285.00,Pen,Office,2.00,"$10,849.00 ",1000.00%,"$19,528.20","$11,783.66","$7,744.54",UPI,March,3,2026,60.34%,,,,
13919,3/19/2025,1421.00,Customer 114,Delhi,Delhi,215.00,Table,Furniture,5.00,"$43,455.00 ",2000.00%,"$173,820.00","$141,702.89","$32,117.11",UPI,March,3,2025,81.52%,,,,
13920,9/20/2026,1304.00,Customer 145,Hyderabad,Telangana,277.00,Desk,Furniture,2.00,"$47,603.00 ",1000.00%,"$85,685.40","$51,507.01","$34,178.39",Credit Card,September,9,2026,60.11%,,,,
13921,12/25/2025,1311.00,Customer 306,Pune,Maharashtra,282.00,Keyboard,Electronics,2.00,"$43,268.00 ",1000.00%,"$77,882.40","$61,931.41","$15,950.99",Cash,December,12,2025,79.52%,,,,
13922,1/4/2026,1008.00,Customer 456,Chennai,Tamil Nadu,238.00,Desk,Furniture,5.00,"$5,940.00 ",500.00%,"$28,215.00","$20,090.53","$8,124.47",Cash,January,1,2026,71.21%,,,,
13923,4/9/2025,1176.00,Customer 41,Bengaluru,Karnataka,230.00,Paper,Office,2.00,"$31,865.00 ",500.00%,"$60,543.50","$53,179.96","$7,363.54",Cash,April,4,2025,87.84%,,,,
13924,7/28/2026,1402.00,Customer 84,Hyderabad,Telangana,288.00,Paper,Office,1.00,"$5,138.00 ",1000.00%,"$4,624.20","$2,922.80","$1,701.40",Credit Card,July,7,2026,63.21%,,,,
13925,10/24/2025,1371.00,Customer 287,Pune,Maharashtra,290.00,Desk,Furniture,2.00,"$44,868.00 ",1500.00%,"$76,275.60","$66,536.67","$9,738.93",Credit Card,October,10,2025,87.23%,,,,
13926,1/14/2026,1089.00,Customer 433,Delhi,Delhi,204.00,Desk,Furniture,4.00,"$34,949.00 ",2000.00%,"$111,836.80","$92,540.36","$19,296.44",Cash,January,1,2026,82.75%,,,,
13927,6/7/2025,1300.00,Customer 394,Bengaluru,Karnataka,249.00,Keyboard,Electronics,2.00,"$36,184.00 ",500.00%,"$68,749.60","$44,583.54","$24,166.06",Credit Card,June,6,2025,64.85%,,,,
13928,7/4/2026,1391.00,Customer 491,Bengaluru,Karnataka,202.00,Table,Furniture,8.00,"$13,213.00 ",500.00%,"$100,418.80","$60,299.59","$40,119.21",Cash,July,7,2026,60.05%,,,,
13929,12/13/2026,1237.00,Customer 341,Pune,Maharashtra,292.00,Mouse,Electronics,3.00,"$10,520.00 ",2000.00%,"$25,248.00","$22,032.06","$3,215.94",Debit Card,December,12,2026,87.26%,,,,
13930,4/2/2026,1172.00,Customer 422,Chennai,Tamil Nadu,271.00,Notebook,Office,7.00,"$46,719.00 ",1500.00%,"$277,978.05","$236,987.02","$40,991.03",Cash,April,4,2026,85.25%,,,,
13931,9/3/2025,1337.00,Customer 415,Delhi,Delhi,283.00,Keyboard,Electronics,1.00,"$46,894.00 ",500.00%,"$44,549.30","$39,399.19","$5,150.11",Credit Card,September,9,2025,88.44%,,,,
13932,2/23/2025,1344.00,Customer 132,Chennai,Tamil Nadu,299.00,Desk,Furniture,8.00,"$1,706.00 ",0.00%,"$13,648.00","$11,915.90","$1,732.10",UPI,February,2,2025,87.31%,,,,
13933,4/17/2026,1300.00,Customer 409,Chennai,Tamil Nadu,217.00,Keyboard,Electronics,8.00,"$36,874.00 ",1500.00%,"$250,743.20","$200,999.35","$49,743.85",UPI,April,4,2026,80.16%,,,,
13934,4/3/2026,1414.00,Customer 421,Mumbai,Maharashtra,252.00,Chair,Furniture,1.00,"$30,057.00 ",500.00%,"$28,554.15","$23,610.98","$4,943.17",Cash,April,4,2026,82.69%,,,,
13935,2/24/2026,1465.00,Customer 425,Mumbai,Maharashtra,300.00,Paper,Office,1.00,"$15,925.00 ",500.00%,"$15,128.75","$12,991.26","$2,137.49",Debit Card,February,2,2026,85.87%,,,,
13936,5/8/2025,1252.00,Customer 489,Pune,Maharashtra,247.00,Keyboard,Electronics,8.00,"$8,404.00 ",1500.00%,"$57,147.20","$50,048.86","$7,098.34",Cash,May,5,2025,87.58%,,,,
13937,8/26/2025,1358.00,Customer 134,Mumbai,Maharashtra,216.00,Pen,Office,8.00,"$12,079.00 ",1500.00%,"$82,137.20","$53,032.22","$29,104.98",Cash,August,8,2025,64.57%,,,,
13938,1/24/2026,1012.00,Customer 282,Mumbai,Maharashtra,229.00,Desk,Furniture,4.00,"$2,261.00 ",2000.00%,"$7,235.20","$5,632.46","$1,602.74",Credit Card,January,1,2026,77.85%,,,,
13939,6/3/2026,1405.00,Customer 271,Delhi,Delhi,212.00,Notebook,Office,6.00,"$45,734.00 ",0.00%,"$274,404.00","$171,686.76","$102,717.24",Cash,June,6,2026,62.57%,,,,
13940,7/7/2026,1026.00,Customer 127,Bengaluru,Karnataka,278.00,Mouse,Electronics,1.00,"$41,153.00 ",2000.00%,"$32,922.40","$21,497.84","$11,424.56",Credit Card,July,7,2026,65.30%,,,,
13941,2/21/2025,1454.00,Customer 189,Mumbai,Maharashtra,202.00,Desk,Furniture,4.00,"$15,089.00 ",1000.00%,"$54,320.40","$34,318.16","$20,002.24",UPI,February,2,2025,63.18%,,,,
13942,1/16/2026,1061.00,Customer 301,Chennai,Tamil Nadu,215.00,Keyboard,Electronics,3.00,"$36,750.00 ",1000.00%,"$99,225.00","$84,330.59","$14,894.41",UPI,January,1,2026,84.99%,,,,
13943,3/7/2025,1156.00,Customer 349,Mumbai,Maharashtra,226.00,Table,Furniture,6.00,"$4,383.00 ",500.00%,"$24,983.10","$19,474.67","$5,508.43",Cash,March,3,2025,77.95%,,,,
13944,9/30/2025,1167.00,Customer 10,Delhi,Delhi,259.00,Desk,Furniture,2.00,"$22,392.00 ",0.00%,"$44,784.00","$29,130.97","$15,653.03",UPI,September,9,2025,65.05%,,,,
13945,8/31/2025,1276.00,Customer 475,Hyderabad,Telangana,215.00,Monitor,Electronics,8.00,"$20,698.00 ",1500.00%,"$140,746.40","$89,886.04","$50,860.36",UPI,August,8,2025,63.86%,,,,
13946,6/13/2026,1343.00,Customer 96,Mumbai,Maharashtra,256.00,Desk,Furniture,6.00,"$21,133.00 ",0.00%,"$126,798.00","$90,580.86","$36,217.14",Debit Card,June,6,2026,71.44%,,,,
13947,10/28/2025,1402.00,Customer 26,Mumbai,Maharashtra,211.00,Keyboard,Electronics,8.00,"$21,977.00 ",0.00%,"$175,816.00","$131,538.89","$44,277.11",Cash,October,10,2025,74.82%,,,,
13948,12/8/2026,1409.00,Customer 110,Hyderabad,Telangana,230.00,Mouse,Electronics,4.00,"$23,426.00 ",2000.00%,"$74,963.20","$45,528.50","$29,434.70",Debit Card,December,12,2026,60.73%,,,,
13949,4/12/2026,1349.00,Customer 291,Mumbai,Maharashtra,263.00,Laptop,Electronics,7.00,"$25,715.00 ",1000.00%,"$162,004.50","$113,261.53","$48,742.97",Cash,April,4,2026,69.91%,,,,
13950,7/22/2026,1364.00,Customer 87,Delhi,Delhi,300.00,Pen,Office,6.00,"$32,245.00 ",0.00%,"$193,470.00","$162,352.28","$31,117.72",Cash,July,7,2026,83.92%,,,,
13951,7/6/2025,1458.00,Customer 59,Pune,Maharashtra,210.00,Pen,Office,5.00,"$26,414.00 ",1000.00%,"$118,863.00","$80,079.32","$38,783.68",Cash,July,7,2025,67.37%,,,,
13952,1/3/2025,1078.00,Customer 472,Bengaluru,Karnataka,263.00,Paper,Office,2.00,"$48,741.00 ",0.00%,"$97,482.00","$86,828.59","$10,653.41",Debit Card,January,1,2025,89.07%,,,,
13953,8/1/2026,1233.00,Customer 421,Pune,Maharashtra,227.00,Table,Furniture,5.00,"$21,634.00 ",0.00%,"$108,170.00","$93,640.90","$14,529.10",Cash,August,8,2026,86.57%,,,,
13954,10/23/2025,1053.00,Customer 106,Hyderabad,Telangana,226.00,Table,Furniture,1.00,"$21,196.00 ",2000.00%,"$16,956.80","$12,320.47","$4,636.33",Debit Card,October,10,2025,72.66%,,,,
13955,6/10/2026,1420.00,Customer 107,Hyderabad,Telangana,248.00,Keyboard,Electronics,3.00,"$19,019.00 ",0.00%,"$57,057.00","$40,188.29","$16,868.71",Debit Card,June,6,2026,70.44%,,,,
13956,5/28/2026,1035.00,Customer 99,Bengaluru,Karnataka,218.00,Notebook,Office,5.00,$334.00 ,0.00%,"$1,670.00","$1,071.39",$598.61,Cash,May,5,2026,64.16%,,,,
13957,6/3/2026,1105.00,Customer 40,Chennai,Tamil Nadu,216.00,Pen,Office,1.00,"$25,513.00 ",2000.00%,"$20,410.40","$16,058.33","$4,352.07",UPI,June,6,2026,78.68%,,,,
13958,3/8/2026,1471.00,Customer 248,Delhi,Delhi,269.00,Desk,Furniture,6.00,"$3,381.00 ",1500.00%,"$17,243.10","$15,176.39","$2,066.71",Debit Card,March,3,2026,88.01%,,,,
13959,1/6/2026,1267.00,Customer 282,Bengaluru,Karnataka,215.00,Desk,Furniture,1.00,"$29,038.00 ",500.00%,"$27,586.10","$21,782.93","$5,803.17",Credit Card,January,1,2026,78.96%,,,,
13960,6/11/2026,1119.00,Customer 232,Bengaluru,Karnataka,297.00,Table,Furniture,8.00,"$47,103.00 ",0.00%,"$376,824.00","$243,683.64","$133,140.36",Cash,June,6,2026,64.67%,,,,
13961,6/3/2026,1314.00,Customer 353,Mumbai,Maharashtra,276.00,Pen,Office,1.00,"$12,092.00 ",1000.00%,"$10,882.80","$9,671.72","$1,211.08",UPI,June,6,2026,88.87%,,,,
13962,4/26/2025,1230.00,Customer 427,Mumbai,Maharashtra,258.00,Chair,Furniture,3.00,"$29,762.00 ",0.00%,"$89,286.00","$72,344.60","$16,941.40",Cash,April,4,2025,81.03%,,,,
13963,10/7/2025,1178.00,Customer 303,Mumbai,Maharashtra,271.00,Desk,Furniture,1.00,"$36,861.00 ",500.00%,"$35,017.95","$30,313.15","$4,704.80",Credit Card,October,10,2025,86.56%,,,,
13964,1/28/2026,1194.00,Customer 208,Delhi,Delhi,205.00,Laptop,Electronics,1.00,"$6,117.00 ",1000.00%,"$5,505.30","$4,572.25",$933.05,Debit Card,January,1,2026,83.05%,,,,
13965,3/7/2025,1407.00,Customer 10,Chennai,Tamil Nadu,226.00,Mouse,Electronics,8.00,"$40,203.00 ",0.00%,"$321,624.00","$243,600.64","$78,023.36",Credit Card,March,3,2025,75.74%,,,,
13966,11/15/2026,1307.00,Customer 481,Chennai,Tamil Nadu,224.00,Pen,Office,5.00,"$32,969.00 ",0.00%,"$164,845.00","$128,609.08","$36,235.92",UPI,November,11,2026,78.02%,,,,
13967,10/31/2025,1040.00,Customer 285,Delhi,Delhi,292.00,Pen,Office,6.00,"$39,373.00 ",500.00%,"$224,426.10","$200,231.72","$24,194.38",Cash,October,10,2025,89.22%,,,,
13968,9/8/2026,1073.00,Customer 62,Delhi,Delhi,286.00,Monitor,Electronics,6.00,"$21,540.00 ",2000.00%,"$103,392.00","$80,001.91","$23,390.09",UPI,September,9,2026,77.38%,,,,
13969,7/10/2025,1068.00,Customer 425,Pune,Maharashtra,251.00,Pen,Office,1.00,"$4,291.00 ",1500.00%,"$3,647.35","$3,257.11",$390.24,Credit Card,July,7,2025,89.30%,,,,
13970,9/2/2025,1378.00,Customer 23,Chennai,Tamil Nadu,283.00,Desk,Furniture,3.00,"$8,469.00 ",1000.00%,"$22,866.30","$14,664.17","$8,202.13",UPI,September,9,2025,64.13%,,,,
13971,12/23/2025,1273.00,Customer 83,Delhi,Delhi,237.00,Monitor,Electronics,7.00,"$4,538.00 ",0.00%,"$31,766.00","$28,197.09","$3,568.91",Debit Card,December,12,2025,88.77%,,,,
13972,7/23/2026,1309.00,Customer 305,Pune,Maharashtra,251.00,Table,Furniture,4.00,"$21,748.00 ",1000.00%,"$78,292.80","$64,597.51","$13,695.29",Cash,July,7,2026,82.51%,,,,
13973,6/29/2025,1331.00,Customer 64,Bengaluru,Karnataka,214.00,Paper,Office,2.00,"$29,435.00 ",1000.00%,"$52,983.00","$46,414.24","$6,568.76",Cash,June,6,2025,87.60%,,,,
13974,6/15/2025,1450.00,Customer 425,Pune,Maharashtra,225.00,Keyboard,Electronics,5.00,"$6,527.00 ",500.00%,"$31,003.25","$19,290.39","$11,712.86",Debit Card,June,6,2025,62.22%,,,,
13975,10/29/2026,1249.00,Customer 488,Chennai,Tamil Nadu,246.00,Chair,Furniture,4.00,"$42,115.00 ",1500.00%,"$143,191.00","$124,309.51","$18,881.49",Debit Card,October,10,2026,86.81%,,,,
13976,12/31/2026,1089.00,Customer 423,Bengaluru,Karnataka,239.00,Pen,Office,6.00,"$30,477.00 ",1000.00%,"$164,575.80","$129,506.44","$35,069.36",UPI,December,12,2026,78.69%,,,,
13977,3/17/2026,1135.00,Customer 294,Mumbai,Maharashtra,244.00,Paper,Office,7.00,"$28,523.00 ",1000.00%,"$179,694.90","$120,234.68","$59,460.22",Cash,March,3,2026,66.91%,,,,
13978,9/13/2026,1258.00,Customer 360,Hyderabad,Telangana,244.00,Pen,Office,8.00,"$35,803.00 ",2000.00%,"$229,139.20","$175,439.84","$53,699.36",Credit Card,September,9,2026,76.56%,,,,
13979,11/29/2025,1200.00,Customer 338,Delhi,Delhi,208.00,Notebook,Office,2.00,"$35,283.00 ",1000.00%,"$63,509.40","$56,316.82","$7,192.58",Cash,November,11,2025,88.67%,,,,
13980,1/31/2025,1275.00,Customer 9,Delhi,Delhi,263.00,Chair,Furniture,7.00,"$27,027.00 ",1000.00%,"$170,270.10","$120,529.95","$49,740.15",Debit Card,January,1,2025,70.79%,,,,
13981,10/7/2025,1366.00,Customer 203,Bengaluru,Karnataka,250.00,Laptop,Electronics,5.00,"$18,197.00 ",2000.00%,"$72,788.00","$59,033.45","$13,754.55",Credit Card,October,10,2025,81.10%,,,,
13982,12/22/2025,1418.00,Customer 314,Pune,Maharashtra,225.00,Table,Furniture,1.00,"$26,956.00 ",500.00%,"$25,608.20","$16,332.38","$9,275.82",Credit Card,December,12,2025,63.78%,,,,
13983,4/22/2025,1416.00,Customer 168,Hyderabad,Telangana,268.00,Keyboard,Electronics,7.00,"$19,101.00 ",1500.00%,"$113,650.95","$101,232.10","$12,418.85",Debit Card,April,4,2025,89.07%,,,,
13984,11/4/2025,1066.00,Customer 386,Hyderabad,Telangana,229.00,Paper,Office,2.00,"$38,962.00 ",0.00%,"$77,924.00","$65,702.04","$12,221.96",Credit Card,November,11,2025,84.32%,,,,
13985,9/23/2026,1234.00,Customer 366,Hyderabad,Telangana,299.00,Notebook,Office,8.00,"$11,589.00 ",0.00%,"$92,712.00","$82,499.68","$10,212.32",UPI,September,9,2026,88.98%,,,,
13986,10/30/2026,1314.00,Customer 329,Chennai,Tamil Nadu,269.00,Paper,Office,4.00,"$19,517.00 ",1500.00%,"$66,357.80","$47,493.20","$18,864.60",Debit Card,October,10,2026,71.57%,,,,
13987,5/9/2025,1057.00,Customer 59,Hyderabad,Telangana,259.00,Mouse,Electronics,5.00,"$34,276.00 ",0.00%,"$171,380.00","$144,755.71","$26,624.29",Debit Card,May,5,2025,84.46%,,,,
13988,12/24/2026,1148.00,Customer 270,Chennai,Tamil Nadu,292.00,Chair,Furniture,4.00,"$15,301.00 ",500.00%,"$58,143.80","$35,621.69","$22,522.11",Credit Card,December,12,2026,61.26%,,,,
13989,10/1/2026,1298.00,Customer 470,Chennai,Tamil Nadu,225.00,Keyboard,Electronics,3.00,"$46,702.00 ",1000.00%,"$126,095.40","$92,206.63","$33,888.77",Cash,October,10,2026,73.12%,,,,
13990,1/10/2026,1076.00,Customer 322,Delhi,Delhi,294.00,Chair,Furniture,6.00,"$28,588.00 ",2000.00%,"$137,222.40","$112,867.79","$24,354.61",UPI,January,1,2026,82.25%,,,,
13991,9/15/2025,1454.00,Customer 274,Mumbai,Maharashtra,213.00,Table,Furniture,2.00,"$40,184.00 ",1000.00%,"$72,331.20","$59,019.52","$13,311.68",Cash,September,9,2025,81.60%,,,,
13992,8/10/2025,1126.00,Customer 279,Delhi,Delhi,297.00,Laptop,Electronics,4.00,"$22,160.00 ",500.00%,"$84,208.00","$61,526.38","$22,681.62",Cash,August,8,2025,73.06%,,,,
13993,2/12/2026,1051.00,Customer 467,Mumbai,Maharashtra,299.00,Desk,Furniture,3.00,"$18,357.00 ",500.00%,"$52,317.45","$33,901.94","$18,415.51",Cash,February,2,2026,64.80%,,,,
13994,8/11/2026,1396.00,Customer 171,Chennai,Tamil Nadu,275.00,Laptop,Electronics,7.00,"$10,923.00 ",2000.00%,"$61,168.80","$46,329.24","$14,839.56",UPI,August,8,2026,75.74%,,,,
13995,12/3/2026,1029.00,Customer 496,Hyderabad,Telangana,252.00,Notebook,Office,5.00,"$29,758.00 ",1500.00%,"$126,471.50","$103,452.95","$23,018.55",UPI,December,12,2026,81.80%,,,,
13996,5/29/2025,1068.00,Customer 11,Chennai,Tamil Nadu,208.00,Table,Furniture,4.00,"$21,078.00 ",500.00%,"$80,096.40","$69,861.08","$10,235.32",Cash,May,5,2025,87.22%,,,,
